,owner,origen,weapon,platform,total,number,Status,url,primary_key
9831,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with 23mmZU-23-2,9,7,['destroyed'],https://i.postimg.cc/wTBMShng/1007-Ural-4320-with-ZU-23-AA-gun-destr-25-05-23.jpg,_5984b2ed45b6fb7eece2
9832,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with 23mmZU-23-2,9,8,['destroyed'],https://i.postimg.cc/zXPC44DF/1008-Ural-4320-with-Zu-23-2-destr-22-08-23.jpg,_56e8e97ae570d27010a4
9833,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with 23mmZU-23-2,9,1,['captured'],https://i.postimg.cc/bwx1nJVw/2022-04-01-ural-4320.jpg,_62e82cff62844ebaa50c
9834,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with57mm AZP S-60,6,1,['destroyed'],https://i.postimg.cc/8cwqKs6K/1038-ural4320-with-S60-aa-gun-destr-12-06-23.jpg,_d7dcff1da4df37b50eca
9835,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with57mm AZP S-60,6,2,['destroyed'],https://i.postimg.cc/bYWC1Ckx/1013-URAL-4320-with-57mm-S-60-cannon-destr-12-07-23.jpg,_cc3e24abe78e19497719
9836,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with57mm AZP S-60,6,3,['destroyed'],https://i.postimg.cc/MpKZZv6k/1001-Ural-4320-31-with-a-S-60-destr-04-08-23.jpg,_c7242c40ff61eff76dd6
9837,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with57mm AZP S-60,6,4,['destroyed'],https://i.postimg.cc/sXr9zs0M/1006-ural4320-with-S60-aa-cannon-destr-17-08-23.jpg,_ecbcef520fee92599e5b
9838,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with57mm AZP S-60,6,5,['destroyed'],https://twitter.com/NOELreports/status/1734562616851230906,_e6e1025d4d64a55540f7
9839,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with57mm AZP S-60,6,6,['destroyed'],https://i.postimg.cc/6p70P15t/1041-URAL-4320-with-S-60-destr-17-12-23.jpg,_c37f843a3b3a28a2a079
9840,RU,['Russia'],Anti-Aircraft Guns ,Ural-43206 with 23mmZU-23-2,1,1,['destroyed'],https://i.postimg.cc/wBxcJWk7/1017-Ural-4320-with-Zu23-2-destr-06-07-23.jpg,_e179794992ba88f84631
9841,RU,['Russia'],Anti-Aircraft Guns ,KamAZ 6x6,7,1,['destroyed'],https://i.postimg.cc/9Fzcz1Vy/1024-Kamaz-6x6-with-ZU-23-2-destr-13-01-23.jpg,_ef27892e4a1e425e126e
9842,RU,['Russia'],Anti-Aircraft Guns ,KamAZ 6x6,7,2,['destroyed'],https://i.postimg.cc/CKtyZSyN/43111.png,_93ff339cc86c33607b15
9843,RU,['Russia'],Anti-Aircraft Guns ,KamAZ 6x6,7,3,['destroyed'],https://i.postimg.cc/wvjgdcYC/4f1.png,_8fe96508984a2e6215cd
9844,RU,['Russia'],Anti-Aircraft Guns ,KamAZ 6x6,7,4,['destroyed'],https://i.postimg.cc/13xJPk1X/1024-kamaz-6x6-with-Zu-23-2-autocannon.jpg,_b8fcc9e19fdb025a0451
9845,RU,['Russia'],Anti-Aircraft Guns ,KamAZ 6x6,7,5,['destroyed'],https://i.postimg.cc/yxNkGZ0m/1009-Kam-AZ6x6-with-zu-23-2-destr.jpg,_9198ad559f7c76e4db86
9846,RU,['Russia'],Anti-Aircraft Guns ,KamAZ 6x6,7,1,['captured'],https://i.postimg.cc/Bbj44g2S/5580.png,_73b7a58f0d848b0bf6e0
9847,RU,['Russia'],Anti-Aircraft Guns ,KamAZ 6x6,7,2,['captured'],https://i.postimg.cc/Z57vYkLt/474.png,_0ed9a2c48f7a23b39025
9849,RU,['the Soviet Union'],Self-Propelled Anti-Aircraft Guns ,BTR-ZD Skrezhet,4,2,['destroyed'],https://i.postimg.cc/dV7WDYFd/1044-BTR-ZD-Skrezhet-destr-31-03-22.jpg,_5951d72f651205c46184
9882,RU,['the Soviet Union'],Surface-To-Air Missile Systems ,9K33 Osa,19,9,['destroyed'],https://twitter.com/NOELreports/status/1741044540050448593,_6ae72db3f69e06e1700c
9883,RU,['the Soviet Union'],Surface-To-Air Missile Systems ,9K33 Osa,19,10,['destroyed'],https://twitter.com/NOELreports/status/1741044540050448593,_f10b7cae03ca961a1d7f
9884,RU,['the Soviet Union'],Surface-To-Air Missile Systems ,9K33 Osa,19,11,['destroyed'],https://i.postimg.cc/Dz8NvP3K/1009-9-K33-M3-OSA-AKM-destr-08-01-24.jpg,_d70d3bc0472e903e249e
9887,RU,['the Soviet Union'],Surface-To-Air Missile Systems ,9K33 Osa,19,3,['damaged'],https://twitter.com/NOELreports/status/1732011572074037673,_ac30f11a73380a36781a
9918,RU,['the Soviet Union'],Surface-To-Air Missile Systems ,9K35 Strela-10,37,26,['destroyed'],https://i.postimg.cc/44vQFbbF/1023-Strela-10-destr-28-11-23.jpg,_967c3afc994a8ebeb0b7
9919,RU,['the Soviet Union'],Surface-To-Air Missile Systems ,9K35 Strela-10,37,27,['destroyed'],https://i.postimg.cc/JnNJwB4s/1012-9-K35-Strela-10-destr-04-01-24.jpg,_2c7b791eae1d9447ccbf
9920,RU,['the Soviet Union'],Surface-To-Air Missile Systems ,9K35 Strela-10,37,28,['destroyed'],https://i.postimg.cc/5yMKmcYx/1017-9-K35-Strela-10-destr-08-01-24.jpg,_f886fd4b597d8576acf1
9941,RU,['Russia'],Surface-To-Air Missile Systems ,-2),1,12,['destroyed'],https://twitter.com/bayraktar_1love/status/1733474129150419358,_61669bb5b6113941fbc0
9942,RU,['Russia'],Surface-To-Air Missile Systems ,-2),1,13,['destroyed'],https://i.postimg.cc/1zNwHjkc/1003-9-A310-M1-2-TELAR-for-Buk-M1-2-destr-22-09-22.jpg,_18d8bf8cd5871108f9ea
9943,RU,['Russia'],Surface-To-Air Missile Systems ,-2),1,14,['destroyed'],https://i.postimg.cc/1tM362M2/668.jpg,_a518f32d6dd7fe207e3b
9944,RU,['Russia'],Surface-To-Air Missile Systems ,-2),1,15,['destroyed'],https://twitter.com/666_mancer/status/1742077561918628255,_ff1192bbe48e2e2e1e81
9945,RU,['Russia'],Surface-To-Air Missile Systems ,-2),1,16,['destroyed'],https://i.postimg.cc/7hcdXn05/2001-9-A310-M1-destr.jpg,_2bab76c85a9c0ffe9555
9949,RU,['Russia'],Surface-To-Air Missile Systems ,-2),1,4,['damaged'],https://twitter.com/GloOouD/status/1729906105373847841,_7ac98ca90fba6fa1caba
9955,RU,['Russia'],Surface-To-Air Missile Systems ,9A39M1-2 TEL (for Buk-M1-2),6,6,['destroyed'],https://i.postimg.cc/Y0tFtqhb/1002-9-A39-M1-2-TEL-for-Buk-M1-2-destr-01-12-22.jpg,_dc5b9a5682ce37fca555
9971,RU,['Russia'],Surface-To-Air Missile Systems ,),2,4,['destroyed'],https://twitter.com/bayraktar_1love/status/1736759995205665034,_44f23a43349b7d0bc807
9972,RU,['Russia'],Surface-To-Air Missile Systems ,),2,5,['destroyed'],https://i.postimg.cc/ZRt3DLZk/1043-9-A316-TEL-for-Buk-M2-destr-01-01-24.jpg,_248c9dcc041ae6b94da0
9977,RU,['Russia'],Surface-To-Air Missile Systems , ,12,2,['destroyed'],https://twitter.com/bayraktar_1love/status/1730205079389548852,_a85e4b8cd1a28c82c408
9989,RU,['Russia'],Surface-To-Air Missile Systems ,),3,3,['destroyed'],https://twitter.com/bayraktar_1love/status/1729859704615055612,_95eb3ab7add73629ac36
9990,RU,['Russia'],Surface-To-Air Missile Systems ,),3,4,['destroyed'],https://twitter.com/bayraktar_1love/status/1736759995205665034,_44f23a43349b7d0bc807
10008,RU,['Russia'],Surface-To-Air Missile Systems ,9A331 TLAR (for 9K331 Tor-M1),10,1,['damaged'],https://i.postimg.cc/4xpgymN1/1046-TOR-M1-dam-14-11-23.jpg,_c12a2dd3ec2e1e331506
10021,RU,['Russia'],Surface-To-Air Missile Systems ,9A331M TLAR (for 9K332 Tor-M2),21,11,['destroyed'],https://i.postimg.cc/yNBzZsDC/1001-Tor-M2-destr-17-11-23.jpg,_941f03aee320a00a7757
10037,RU,['Russia'],Surface-To-Air Missile Systems ,Unknown Tor TLAR,4,3,['damaged'],https://i.postimg.cc/Z5Q8yf40/1007-tor-dam-27-11-23.jpg,_129f16dc90698bdfbafc
10038,RU,['Russia'],Surface-To-Air Missile Systems ,Unknown Tor TLAR,4,4,['damaged'],https://i.postimg.cc/qRx6QQVs/1009-tor-dam-29-11-23.jpg,_f8ea6a8d2ae3bfc4516c
10054,RU,['Russia'],Surface-To-Air Missile Systems ,Pantsir-S1,21,16,['destroyed'],https://i.postimg.cc/cCM7f15J/1016-pantsir-destr-17-11-23.jpg,_2e7855c668a3e361b0a5
10076,RU,['Russia'],Radars ,9S36 (for Buk-M2),3,3,['destroyed'],https://twitter.com/bayraktar_1love/status/1736759995205665034,_07a6a2e554ec32e21cbe
10092,RU,['Russia'],Radars ,Fara ground surveillance radar,3,3,['captured'],https://i.postimg.cc/vHgMR0Jk/1041-fara-ground-radar-capt-14-11-23.jpg,_13b9fa636d1bfb5f6837
10097,RU,['Russia'],Radars ,SNAR-10M1 battlefield surveillance radar,4,1,['destroyed'],https://imgur.com/ZUhJg3B,_4768c76af30311c38658
10112,RU,['Russia'],Radars ,1L261 (for 1L260 Zoopark-1M counter-battery radar complex),12,6,['destroyed'],https://twitter.com/bayraktar_1love/status/1742570504731398294,_12e29e48873b49ad8d2d
10122,RU,['Russia'],Radars ,P-18-2 2D VHF surveillance radar,3,3,['destroyed'],https://i.postimg.cc/N0Sz52Q2/1003-P-18-radar-destr-08-01-24.jpg,_d24a8d9cfb751f48f28a
10129,RU,['Russia'],Radars ,"1K148 ""Yastreb-AV"" artillery reconnaissance complex",1,1,['destroyed'],https://twitter.com/bayraktar_1love/status/1742217579303772338,_5591d8a9a4bc0ecaad83
10160,RU,['Russia'],Jammers And Deception Systems ,R-330ZH Zhitel,17,13,['destroyed'],https://twitter.com/bayraktar_1love/status/1736759995205665034,_37c124615371f70c078b
10161,RU,['Russia'],Jammers And Deception Systems ,R-330ZH Zhitel,17,14,['destroyed'],https://i.postimg.cc/Sxh0Wmbn/1044-R-330-Zh-Zhytel-destr-18-12-23.jpg,_60040d5d8362584ef077
10164,RU,['Russia'],Jammers And Deception Systems ,R-330ZH Zhitel,17,3,['damaged'],https://i.postimg.cc/dQnTyW9v/1026-Zhitel-dam-30-11-23.jpg,_6cbe353a949b976891f0
10198,RU,['Russia'],Jammers And Deception Systems ,RB-109A Bylina EW system,1,1,['destroyed'],https://twitter.com/bayraktar_1love/status/1745937862594371744,_e3b8c24834c2b9c64203
10246,RU,['the Soviet Union'],Aircraft,Su-25 close air support aircraft,31,29,['destroyed'],https://i.postimg.cc/x1WRVycH/1040-su25-destr-17-12-23.jpg,_b1da2a97ef78e4793b00
10251,RU,['the Soviet Union'],Aircraft,Su-24M strike aircraft,3,3,['destroyed'],https://i.postimg.cc/sXPV7k1S/1008-su-24m-destr-05-12-23.jpg,_50c0352742295a0eac85
10284,RU,['Russia'],Aircraft,Su-34 strike aircraft,24,22,['destroyed'],https://i.postimg.cc/R0Lq4B9D/1011-3x-su34-destr-22-12-23.jpg,_9b89a18424fef5dc7145
10285,RU,['Russia'],Aircraft,Su-34 strike aircraft,24,23,['destroyed'],https://i.postimg.cc/R0Lq4B9D/1011-3x-su34-destr-22-12-23.jpg,_92956b0cf081343603e0
10286,RU,['Russia'],Aircraft,Su-34 strike aircraft,24,24,['destroyed'],https://i.postimg.cc/R0Lq4B9D/1011-3x-su34-destr-22-12-23.jpg,_30016b008f412a7d051f
10294,RU,['the Soviet Union'],Aircraft,Il-22 airborne command post,3,2,['damaged'],https://i.postimg.cc/GhSMk9xw/1024-Il-22-airborne-command-post-dam-14-01-24.jpg,_e0daba1d7ab4feb331d2
10295,RU,['the Soviet Union'],Aircraft,Beriev A-50,1,1,['destroyed'],https://i.postimg.cc/g2Xg4dgw/1032-a50-awacs-destr-14-01-24.jpg,_0e39175f08443f4b600d
10357,RU,['Russia'],Helicopters,Mi-28 attack helicopter,13,1,['destroyed'],https://twitter.com/666_mancer/status/1502562517805154304,_f2fdd0f8838430e2a23b
10415,RU,['Russia'],Helicopters,Ka-52 Alligator attack helicopter,60,46,['destroyed'],https://i.postimg.cc/02Q4p0M6/1066-ka52-destr-20-03-22.jpg,_d854f664f221ae7c52b6
10416,RU,['Russia'],Helicopters,Ka-52 Alligator attack helicopter,60,47,['destroyed'],https://i.postimg.cc/tRsHbrz4/1030-ka52-destr-25-09-23.jpg,_0d7055389e2432f5b685
10470,RU,['Russia'],Reconnaissance Unmanned Aerial Vehicles,Orlan-10,162,16,['destroyed'],https://i.postimg.cc/2S0x4x6j/1052-Orlan-10-UAV-destr-13-11-23.jpg,_5e36124f16e521155be5
10546,RU,['Russia'],Reconnaissance Unmanned Aerial Vehicles,Orlan-10,162,92,['destroyed'],https://i.postimg.cc/7ZHVGRqQ/1051-Orlan-10-UAV-destr-02-11-23.jpg,_76e20daac30cba6bd9bd
10615,RU,['Russia'],Reconnaissance Unmanned Aerial Vehicles,Orlan-10,162,69,['captured'],https://i.postimg.cc/R0qLGn67/1053-Orlan-10-UAV-capt-14-11-23.jpg,_20de426b90208b87edb2
10616,RU,['Russia'],Reconnaissance Unmanned Aerial Vehicles,Orlan-10,162,70,['captured'],https://i.postimg.cc/YS1f7Pd2/1020-orlan10-capt-28-12-23.jpg,_3253ed16c445dd4d59e6
10635,RU,['Russia'],Reconnaissance Unmanned Aerial Vehicles,'Orlan-20' ''Kartograf'',17,14,['destroyed'],https://i.postimg.cc/13ckBbyJ/1048-Orlan-20-Kartograf-destr-22-08-23.jpg,_ccb3a713b884f0f6ade1
10728,RU,['Russia'],Reconnaissance Unmanned Aerial Vehicles,ZALA 421-16Е,44,31,['destroyed'],https://i.postimg.cc/Z5Szxyt1/1035-ZALA-421-16-UAV-destr-20-12-23.jpg,_3eebcedd0d034e9cb7c0
10757,RU,['Russia'],Reconnaissance Unmanned Aerial Vehicles,Supercam S350,16,10,['destroyed'],https://i.postimg.cc/x1j77Ss8/1008-Supercam-S350-destr-08-01-24.jpg,_9cc695936e1e50cc737a
10777,RU,['Poland'],Naval Shipsand Submarines ,Project 775 Ropucha-class landing ship,4,2,"[""'Novocherkassk'"", 'destroyed']",https://i.postimg.cc/vH2qQmJb/1005-Project-775-Ropucha-class-landing-ship-Novocherkavsk-destr-26-12-23.jpg,_08bf70672585f86a99bf
10810,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",GAZ-66,40,25,['destroyed'],https://i.postimg.cc/zvJRgSDz/1040-gaz66-with-vasilek-mortar-destr-07-12-23.jpg,_d19390de019ba6036f8e
10811,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",GAZ-66,40,26,['destroyed'],https://imgur.com/nFJbxnp,_176b4a394d52ec80ca32
10825,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",GAZ-66,40,14,['captured'],https://i.postimg.cc/JnTQszyQ/1015-gaz66-capt-31-12-22.jpg,_bc72b2b69d179795943b
10836,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",KrAZ-255B tanker,8,7,['destroyed'],https://i.postimg.cc/1X5MrY5V/1016-kraz255b-tanker-destr-23-11-23.jpg,_326f408a6e60df051043
10847,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,33,1,['destroyed'],https://i.postimg.cc/Vst3M0Zy/1016-Zi-L-131-destr-22-10-23.jpg,_463b300d2485f6325d36
10857,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,33,11,['destroyed'],https://i.postimg.cc/vTNDctkR/1051-zil131-destr-12-10-23.jpg,_1ed9dea0fd7a11aefdbc
10867,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,33,21,['destroyed'],https://i.postimg.cc/tRFgWfMb/1018-zil131-destr-11-11-23.jpg,_ec070c41b98fdabcbe5b
10868,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,33,22,['destroyed'],https://i.postimg.cc/T24JXDxx/1042-Zi-L-131-destr-22-10-23.jpg,_f29e057e247b0b12f386
10869,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,33,23,['destroyed'],https://i.postimg.cc/15VcR3Rq/1039-Zi-L-131-destr-24-06-23.jpg,_1d27f69e3295d5368586
10870,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,33,24,['destroyed'],https://i.postimg.cc/mrHMfg6s/1031-Zi-L-131-destr-03-12-23.jpg,_0c020c3f80045b93e1f2
10871,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,33,25,['destroyed'],https://i.postimg.cc/KcTd9wXy/1013-zil131-destr-31-12-23.jpg,_6f0a0ec797702a28f09d
10881,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131 tanker,3,2,['destroyed'],https://i.postimg.cc/vZnS130k/1026-Zi-L-131-tanker-destr-25-11-22.jpg,_947e1e1cd7ee49704d9a
10886,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",9T217 transloader (for 9K33 Osa),5,3,['destroyed'],https://i.postimg.cc/TPHHL05S/1012-9-T217-transloader-for-the-9-K33-M3-OSA-AKM-destr-10-10-23.jpg,_7bd01538ebfda5450a52
10914,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,5,['destroyed'],https://i.postimg.cc/RZZVr0VC/1019-Ural-4320-destr-03-10-23.jpg,_d6b96d786dc92c59bd39
11015,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,106,['destroyed'],https://i.postimg.cc/1tM8ZQK3/1017-ural4320-destr-09-11-23.jpg,_eefea614deb2c01d5c51
11095,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,186,['destroyed'],https://i.postimg.cc/PqTmMbWW/1028-Ural-4320-destr-30-04-22.jpg,_89d5e59c8c80033383d7
11212,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,304,['destroyed'],https://i.postimg.cc/GtZvMMDG/1040-ural4320-destr-14-11-23.jpg,_e8aa74419d58c3301f47
11260,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,352,['destroyed'],https://i.postimg.cc/W4X2wNLD/1021-Ural-4320-36-with-S-60-destr-11-11-23.jpg,_289169a856e8adcc8276
11261,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,353,['destroyed'],https://i.postimg.cc/B6FwDZvY/1019-ural4320-destr-05-08-22.jpg,_f5defbf9f2b3409672cc
11308,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,400,['destroyed'],https://i.postimg.cc/GmnyBTgn/1024-Ural-4320-destr-04-11-23.jpg,_cd1a44419e57d149508a
11403,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,495,['destroyed'],https://i.postimg.cc/nhgSCx1r/1036-Ural-4320-destr-27-10-23.jpg,_54c828fe8386f205988c
11423,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,515,['destroyed'],https://i.postimg.cc/h4w8PGYv/1045-2x-ural4320-destr-14-11-23.jpg,_b7951c56876421fc2ef4
11424,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,516,['destroyed'],https://i.postimg.cc/h4w8PGYv/1045-2x-ural4320-destr-14-11-23.jpg,_6e57b06e53c8a710982c
11425,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,517,['destroyed'],https://i.postimg.cc/V6ZdjsXB/1021-ural4320-destr-18-06-23.jpg,_8df574ff2ecba005fa50
11427,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,519,['destroyed'],https://i.postimg.cc/8c9fPXFc/1008-2x-ural4320-destr-16-06-23.jpg,_7167ac1b425b18b516cc
11428,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,520,['destroyed'],https://i.postimg.cc/3RLDzxYg/1009-ural4320-destr-16-06-23.jpg,_2a77ab83542992c8c630
11429,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,521,['destroyed'],https://i.postimg.cc/7Y5g80Cb/1025-ural4320-destr-16-06-23.jpg,_908cd5c4cccb50123d29
11430,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,522,['destroyed'],https://i.postimg.cc/zGmHsMZP/1041-ural4320-destr-20-06-23.jpg,_469d08bf89caf8d7d01b
11462,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,554,['destroyed'],https://i.postimg.cc/xCP6x2yf/1047-Ural-4320-36-with-a-2-B9-Vasilek-destr-05-11-23.jpg,_30ebac1468e2bb0db9f9
11473,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,565,['destroyed'],https://i.postimg.cc/Qxbxn7Dn/1020-Ural-4320-destr-03-10-23.jpg,_bdc11ad8768068e35ae8
11482,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,574,['destroyed'],https://i.postimg.cc/4Ndqc7Vp/1009-T-80-BVM-BTR-80-MT-LB-T-72-B3-and-Ural-4320-destr-24-11-22.jpg,_32189c9523880dfe38b7
11491,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,583,['destroyed'],https://i.postimg.cc/rF6PP664/1032-Ural-4320-destr-20-10-23.jpg,_dcc6ee6f838716a5aa93
11492,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,584,['destroyed'],https://i.postimg.cc/44YD0bmD/1027-Ural-4320-destr-27-10-23.jpg,_dae4f0ec80b259f07196
11493,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,585,['destroyed'],https://i.postimg.cc/qvXxZcSn/1028-ural4320-destr-d30-dam-26-07-23.jpg,_573c703356eaa70022b7
11545,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,637,['destroyed'],https://i.postimg.cc/SsMtWHrL/1020-Ural-4320-destr-06-09-22.jpg,_8c437aba22162e96e25b
11546,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,638,['destroyed'],https://i.postimg.cc/sfSf2zjb/1017-ural4320-destr-02-12-23.jpg,_185269d7a64268f06037
11547,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,639,['destroyed'],https://i.postimg.cc/J0bRYNYR/1028-ural4320-31-03-22.jpg,_6d5d86e996c2f20d533f
11548,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,640,['destroyed'],https://i.postimg.cc/VN6LsbvF/1031-ural4320-destr-31-03-22.jpg,_7fe5ab1d4825d1c57fc1
11549,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,641,['destroyed'],https://i.postimg.cc/0208pCJf/1048-ural4320-destr-31-08-22.jpg,_2a641f445e75af3ea28b
11550,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,642,['destroyed'],https://i.postimg.cc/mr5ZP2FW/1049-ural4320-destr-30-11-23.jpg,_6a534ce429ec8cdd7b01
11551,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,643,['destroyed'],https://twitter.com/NOELreports/status/1737582581040775382,_2350f1e9b02d7abed239
11552,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,644,['destroyed'],https://twitter.com/bayraktar_1love/status/1737394228248908270,_322b6886cabb70c76b57
11553,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,645,['destroyed'],https://i.postimg.cc/J07hPjk2/1015-ural4320-destr-23-11-23.jpg,_c75eb90e43ff7392dfb6
11554,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,646,['destroyed'],https://i.postimg.cc/Y9z96dhF/1018-ural4320-destr-26-10-23.jpg,_8c81b9cc9755f7a1440e
11555,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,647,['destroyed'],https://i.postimg.cc/63Xq4k5w/1021-ural4320-destr-26-06-23.jpg,_567136b4b9f17abd6dcc
11556,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,648,['destroyed'],https://i.postimg.cc/3rZ4mxvq/1027-ural4320-destr-11-11-23.jpg,_060ef67e65d369f14a77
11557,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,649,['destroyed'],https://i.postimg.cc/KjQ120bb/1028-ural4320-destr-13-10-23.jpg,_8ba0a8cb4b0a9d54b8f3
11558,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,650,['destroyed'],https://i.postimg.cc/90cDKvv1/1049-Ural-4320-destr-30-11-22.jpg,_6a09f47e723ad16aaf12
11559,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,651,['destroyed'],https://i.postimg.cc/ncw0nyTT/1015-ural4320-destr-24-07-23.jpg,_6449e93ba0d8fc07c6cf
11560,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,652,['destroyed'],https://i.postimg.cc/02NVRkGb/1021-Ural-4320-destr-23-12-23.jpg,_0f147f0c609c6d136c81
11561,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,653,['destroyed'],https://i.postimg.cc/4N3PFh8s/1052-Ural-4320-destr-20-08-23.jpg,_e89068bb68c317c87f73
11562,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,654,['destroyed'],https://i.postimg.cc/kg6c7P3H/1046-Ural-4320-destr-04-07-23.jpg,_4db8a944ba449d3d9a53
11563,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,655,['destroyed'],https://i.postimg.cc/QM7VRn5Y/2022-07-27-bm-21.jpg,_2e7e022a8ad0e7f9127a
11564,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,656,['destroyed'],https://twitter.com/NOELreports/status/1741532012932960444,_04c072270da6e350b4aa
11565,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,657,['destroyed'],https://i.postimg.cc/Jnnn1yr6/1010-Ural-4320-destr-13-12-23.jpg,_f91a6a226b1c7ea8ab2e
11566,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,658,['destroyed'],https://i.postimg.cc/yYytvNy2/1007-Ural-4320-destr-08-01-24.jpg,_9691874420f62f7ff982
11567,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,659,['destroyed'],https://i.postimg.cc/gr9kqNvQ/1022-Ural-4320-destr-27-12-23.jpg,_47792e47208bafecc8f1
11568,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,660,['destroyed'],https://i.postimg.cc/5yQ2CZF8/1025-Ural-4320-destr-07-03-22.jpg,_289b0aea35fbdec91aef
11569,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,861,661,['destroyed'],https://i.postimg.cc/Y9hWdDWC/1033-Ural-4320-destr-31-03-23.jpg,_5e18f2716326d40f3449
