,owner,origen,weapon,platform,total,number,Status,url,primary_key
8376,RU,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V13(M) battery fire control center,22,9,['destroyed'],https://i.postimg.cc/FzGcFpTr/1001-1-V13-destr-30-08-23.jpg,_0d82c1d2a621474b20fb
8455,RU,['the Soviet Union'],Artillery Support Vehicles And Equipment,9T452 transporter-loader (for BM-27 Uragan MRL),41,29,['destroyed'],https://i.postimg.cc/vTn6WY7q/1003-bm27-and-transloader-destr-21-12-23.jpg,_7805c3f368d669b5b61c
8478,RU,['the Soviet Union'],Artillery Support Vehicles And Equipment,PRP-4(M) artillery reconnaissance vehicle,3,3,['destroyed'],https://i.postimg.cc/8zpxwwYH/1023-PRP-4-M-artillery-reconnaissance-vehicle-destr-09-01-24.jpg,_2e2c2d19a1b4ec6c002c
8486,RU,['the Soviet Union'],Towed Artillery ,82mm 2B9 Vasilek automatic gun mortar,13,7,['destroyed'],https://i.postimg.cc/zvJRgSDz/1040-gaz66-with-vasilek-mortar-destr-07-12-23.jpg,_8e1b0cf0c6b3e6e6ec9f
8518,RU,['the Soviet Union'],Towed Artillery ,100mm MT-12 anti-tank gun,27,5,['captured'],https://i.postimg.cc/rmvCS2HL/1000-mt12-capt-21-10.jpg,_84ddb686b70e4621a602
8519,RU,['the Soviet Union'],Towed Artillery ,100mm MT-12 anti-tank gun,27,6,['captured'],https://i.postimg.cc/ydJZm3wd/1019-mt12-capt.jpg,_7c8262ef794616ed6945
8520,RU,['the Soviet Union'],Towed Artillery ,100mm MT-12 anti-tank gun,27,7,['captured'],https://i.postimg.cc/WzpFyZdX/1021-mt12-capt-03-04-22.jpg,_fbecdf5aa08b1118d9bf
8523,RU,['the Soviet Union'],Towed Artillery ,120mm 2B16 Nona-K gun mortar,13,1,['damaged'],https://i.postimg.cc/52gQ5kvV/1053-120mm-2-B16-Nona-K-howitzer-dam-31-08-23.jpg,_d3ba2928062942a91302
8576,RU,['the Soviet Union'],Towed Artillery ,122mm D-30 howitzer,86,43,['destroyed'],https://i.postimg.cc/3xNP60Rw/1039-d30-destr-15-12-23.jpg,_0004c69fe40321a7ae16
8583,RU,['the Soviet Union'],Towed Artillery ,122mm D-30 howitzer,86,7,['damaged'],https://i.postimg.cc/8ChZW4nt/1031-d30-dam-11-10-23.jpg,_423ea227458ac36103c9
8584,RU,['the Soviet Union'],Towed Artillery ,122mm D-30 howitzer,86,8,['damaged'],https://i.postimg.cc/c4XpXBdj/1038-d30-dam-15-12-23.jpg,_60790faa48c08aa6b2e0
8585,RU,['the Soviet Union'],Towed Artillery ,122mm D-30 howitzer,86,9,['damaged'],https://i.postimg.cc/6pXCfvmd/1036-d30-dam-15-12-23.jpg,_0224a6896e0cfe5744b9
8669,RU,['the Soviet Union'],Towed Artillery ,152mm 2A65 Msta-B howitzer,116,27,['destroyed'],https://i.postimg.cc/Rh4Dsf8Y/1024-Msta-B-destr-30-10-23.jpg,_d58994b428f51dec2d9b
8722,RU,['the Soviet Union'],Towed Artillery ,152mm 2A65 Msta-B howitzer,116,13,['damaged'],https://i.postimg.cc/CK46FdKQ/1032-msta-b-dam-08-09-23.jpg,_5268bc995f5f6f5a9d64
8853,RU,['the Soviet Union'],Self-Propelled Artillery ,120mm 2S9 Nona,48,38,['destroyed'],https://i.postimg.cc/h47xm46b/1036-120mm-2-S9-Nona-S-destr-31-10-23.jpg,_7f409ba65ee4cd970d78
8854,RU,['the Soviet Union'],Self-Propelled Artillery ,120mm 2S9 Nona,48,39,['destroyed'],https://i.postimg.cc/1XxvW4df/1018-2-S9-Nona-S-destr-10-11-23.jpg,_2ccd412d61429fb5a9b1
8855,RU,['the Soviet Union'],Self-Propelled Artillery ,120mm 2S9 Nona,48,40,['destroyed'],https://twitter.com/bayraktar_1love/status/1743291500165828882,_a54995aa5840c87a2c19
8856,RU,['the Soviet Union'],Self-Propelled Artillery ,120mm 2S9 Nona,48,41,['destroyed'],https://twitter.com/bayraktar_1love/status/1743291500165828882,_7aef3aa1c068864f529b
8868,RU,['Russia'],Self-Propelled Artillery ,120mm 2S34 Khosta,3,1,['destroyed'],https://twitter.com/bayraktar_1love/status/1732542906559283693,_7483bceaa539a27fdbc5
8948,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,78,['destroyed'],https://i.postimg.cc/zvdgSg26/1003-2-S1-destr-22-11-23.jpg,_a1e03b773bce454b1115
8949,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,79,['destroyed'],https://i.postimg.cc/fTc9H2wV/1005-2s1-destr-27-11-23.jpg,_86ca01612c6f5e39ccd6
8950,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,80,['destroyed'],https://i.postimg.cc/BnfBLDVp/1013-2s1-destr-09-12-23.jpg,_c21058538d7065aa1702
8951,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,81,['destroyed'],https://i.postimg.cc/8C0K6ZBd/1002-2s1-destr-30-11-23.jpg,_411c8b6412e01b349d9b
8952,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,82,['destroyed'],https://i.postimg.cc/85fyBLt2/1014-2s1-destr-31-10-23.jpg,_520d26958d4678b3b109
8953,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,83,['destroyed'],https://i.postimg.cc/mgT5fzg9/1040-2s1-destr-30-11-22.jpg,_60503212678701e7eb57
8954,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,84,['destroyed'],https://i.postimg.cc/fTnPCg4B/1041-2s1-destr-30-11-22.jpg,_a3ca79ee04906fa29c50
8955,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,85,['destroyed'],https://i.postimg.cc/284Zy5S3/1055-2s1-destr-22-12-23.jpg,_e0b369710cde53af1c8f
8956,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,86,['destroyed'],https://i.postimg.cc/BvHMcBXn/1054-2s1-destr-28-12-23.jpg,_24f1fbe3113daf908f15
8957,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,87,['destroyed'],https://i.postimg.cc/HksBZv63/769.png,_0d81172fe463db245e73
8958,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,88,['destroyed'],https://twitter.com/bayraktar_1love/status/1741918133898682463,_461d13f96e3d64d16811
8959,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,89,['destroyed'],https://i.postimg.cc/rFpn05WN/1022-2s1-destr-31-08-23.jpg,_c810ae22f38e06bf7da1
8962,RU,['the Soviet Union'],Self-Propelled Artillery ,122mm 2S1 Gvozdika,102,3,['damaged'],https://i.postimg.cc/7L6thF7Y/1051-2s1-dam-15-12-23.jpg,_2799cb1b79833cf62ccf
9083,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S3(M) Akatsiya,154,110,['destroyed'],https://i.postimg.cc/xTgG2CnX/1035-2-S3-destr-10-11-23.jpg,_928f781cc96f946d7d90
9084,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S3(M) Akatsiya,154,111,['destroyed'],https://i.postimg.cc/8zZbfpbr/1022-2s3-destr-26-11-23.jpg,_347e99c8f83d66adecd5
9085,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S3(M) Akatsiya,154,112,['destroyed'],https://i.postimg.cc/vBCVKCgV/1019-2-S3-destr-28-11-23.jpg,_82b05c5ad57ed70c61e6
9086,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S3(M) Akatsiya,154,113,['destroyed'],https://i.postimg.cc/WbcTjzFp/1039-2-S3-destr-06-12-23.jpg,_fd759bc6a1106cd21f79
9087,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S3(M) Akatsiya,154,114,['destroyed'],https://i.postimg.cc/zXW1hFMC/1038-2s3-destr-31-03-22.jpg,_5f213acdf60c9a0a3b6e
9088,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S3(M) Akatsiya,154,115,['destroyed'],https://i.postimg.cc/R0qyxh4J/1024-2s3-destr-09-01-24.jpg,_b6f2a5702dedc3c6074d
9094,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S3(M) Akatsiya,154,6,['damaged'],https://twitter.com/bayraktar_1love/status/1725114515967148400,_1cbb2b0411b96359b205
9095,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S3(M) Akatsiya,154,7,['damaged'],https://i.postimg.cc/ZnYNdcH6/1000-2s3-dam-31-10-23.jpg,_0884bb8b9bfb563b1a40
9166,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,37,['destroyed'],https://i.postimg.cc/1tDwXX5R/1036-2-S5-destr-20-10-23.jpg,_fe4fe3faad9a182b5752
9167,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,38,['destroyed'],https://i.postimg.cc/cLC3Gz3V/1010-2-S5-destr-25-10-23.jpg,_d48221aac1c61c8e5523
9168,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,39,['destroyed'],https://i.postimg.cc/3NWT8dWb/1031-2-S5-destr-04-11-23.jpg,_5652a1ee75c080ba61be
9169,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,40,['destroyed'],https://i.postimg.cc/vmx5ft9n/1002-2s5-destr-09-11-23.jpg,_224dc4d47d2f871ba663
9170,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,41,['destroyed'],https://twitter.com/NOELreports/status/1729103499047407872,_8bac10f683b294f36bd9
9171,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,42,['destroyed'],https://i.postimg.cc/vHFntFdR/1034-152mm-2-S5-Giatsint-S-destr-14-11-23.jpg,_e1851d2e8c635613ecc0
9172,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,43,['destroyed'],https://i.postimg.cc/8z1GJYmq/1011-2-S5-destr-11-09-23.jpg,_4c8b555ab9ab40b77c16
9173,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,44,['destroyed'],https://i.postimg.cc/wTXGGcgH/1031-2-S5-Giatsint-S-destr-29-11-23.jpg,_4b9f813c7a2e24754054
9174,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,45,['destroyed'],https://twitter.com/NOELreports/status/1737736709255639043,_57121a76fe6280af4897
9175,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,58,46,['destroyed'],https://twitter.com/bayraktar_1love/status/1737394228248908270,_f419307e4b4fd8fefc34
9291,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,112,['destroyed'],https://i.postimg.cc/PxGY4vzR/1012-msta-s-destr-16-11-23.jpg,_0baca199d5963cc2619d
9292,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,113,['destroyed'],https://i.postimg.cc/tC9dwPQ0/1042-msta-s-destr-14-11-23.jpg,_d54c29a302107430c81e
9293,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,114,['destroyed'],https://i.postimg.cc/7ZWg5WCD/1055-msta-s-destr-16-11-23.jpg,_cec8749c4816cd9c7d36
9294,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,115,['destroyed'],https://i.postimg.cc/kg53H2CW/1001-msta-s-destr-19-11-23.jpg,_2e3190a65f57b3a85190
9295,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,116,['destroyed'],https://i.postimg.cc/hPcq9C3y/1009-msta-s-destr-15-11-23.jpg,_78696db7e209463b9028
9296,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,117,['destroyed'],https://i.postimg.cc/NjPqvQGS/1023-Msta-S-destr-17-11-23.jpg,_db5e3b05006bcf681628
9297,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,118,['destroyed'],https://twitter.com/bayraktar_1love/status/1729969367079657755,_92d1d98eb43ee1f997eb
9298,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,119,['destroyed'],https://i.postimg.cc/j2N7YvPk/1017-msta-s-destr-23-09-23.jpg,_0f67268f1144b85a9520
9299,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,120,['destroyed'],https://i.postimg.cc/mDP98TD4/1041-2-S19-Msta-S-destr-25-11-23.jpg,_0514202fb54a7fbe5414
9300,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,121,['destroyed'],https://i.postimg.cc/ZnNNBCbb/1007-msta-s-destr-15-11-23.jpg,_79809b2842844133c5fd
9301,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,122,['destroyed'],https://i.postimg.cc/Hk3PpYrh/1042-2-S19-Msta-S-destr-15-12-23.jpg,_253bda6ad0798914fc41
9302,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,123,['destroyed'],https://i.postimg.cc/Hxt4Mq34/1047-msta-s-destr-24-07-23.jpg,_ca0c64c5a2aaf6375286
9303,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,124,['destroyed'],https://i.postimg.cc/dVwTyKh6/1041-Msta-S-destr-06-07-23.jpg,_47f2270ecd6616910912
9304,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,125,['destroyed'],https://i.postimg.cc/yY8p4RrL/1050-msta-s-destr-26-12-233.jpg,_0fa00684af6733d534cd
9305,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,126,['destroyed'],https://twitter.com/bayraktar_1love/status/1741157545555775986,_1f099af44245a5ac94dc
9306,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,127,['destroyed'],https://twitter.com/naalsio26/status/1743710017734189199,_ab6f96ba76181277d13a
9307,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,128,['destroyed'],https://i.postimg.cc/mD2phRz2/1005-msta-s-destr-05-01-24.jpg,_dc26bb1f2b659b9a924f
9308,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,129,['destroyed'],https://i.postimg.cc/zfNcZTqh/1035-msta-s-destr-31-08-23.jpg,_434a1ca46eb4b90405e0
9309,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,130,['destroyed'],https://i.postimg.cc/nrKwGQYg/1031-msta-s-destr-11-01-24.jpg,_dde428d39bac6a75fecf
9310,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,131,['destroyed'],https://twitter.com/bayraktar_1love/status/1746485177637880180,_94c15adb92fb63a1de7e
9321,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S19 Msta-S,179,11,['damaged'],https://i.postimg.cc/kgNFxGrm/1004-msta-s-dam-08-12-23.jpg,_843eebab1ff21771848b
9375,RU,['Russia'],Self-Propelled Artillery ,152mm 2S33 Msta-SM2,36,18,['destroyed'],https://i.postimg.cc/P5S97Ysk/1036-msta-sm2-destr-10-01-24.jpg,_6f85e0270e18f0446c2d
9411,RU,['the Soviet Union'],Self-Propelled Artillery ,203mm 2S7(M) Pion/Malka,21,18,['destroyed'],https://twitter.com/NOELreports/status/1732011572074037673,_46e85a7170e3a8e74f1a
9413,RU,['the Soviet Union'],Self-Propelled Artillery ,203mm 2S7(M) Pion/Malka,21,2,['damaged'],https://twitter.com/NOELreports/status/1741044540050448593,_e3a0fa850b9bc43de0fa
9441,RU,['the Soviet Union'],Self-Propelled Artillery ,240mm 2S4 Tyulpan,36,27,['destroyed'],https://twitter.com/bayraktar_1love/status/1725114515967148400,_98003c098f20bb8ec0f0
9442,RU,['the Soviet Union'],Self-Propelled Artillery ,240mm 2S4 Tyulpan,36,28,['destroyed'],https://i.postimg.cc/13mHznDQ/1037-2s4-destr-14-11-23.jpg,_9502d5443be22a6af355
9443,RU,['the Soviet Union'],Self-Propelled Artillery ,240mm 2S4 Tyulpan,36,29,['destroyed'],https://i.postimg.cc/CMqSWkK6/1017-2s4-destr-03-12-23.jpg,_fe0299d624b231b35f4b
9444,RU,['the Soviet Union'],Self-Propelled Artillery ,240mm 2S4 Tyulpan,36,30,['destroyed'],https://i.postimg.cc/HW5Zr4J5/1059-2s4-destr-13-12-23.jpg,_2346d439378cb8b8300a
9445,RU,['the Soviet Union'],Self-Propelled Artillery ,240mm 2S4 Tyulpan,36,31,['destroyed'],https://i.postimg.cc/x8KtBnrg/1060-2s4-destr-13-12-23.jpg,_6a9b9c6f6b40435de5d0
9446,RU,['the Soviet Union'],Self-Propelled Artillery ,240mm 2S4 Tyulpan,36,32,['destroyed'],https://i.postimg.cc/MTvBpbn8/1042-2s4-destr-17-12-23.jpg,_4bb7861b4af692b75d4e
9447,RU,['the Soviet Union'],Self-Propelled Artillery ,240mm 2S4 Tyulpan,36,33,['destroyed'],https://twitter.com/bayraktar_1love/status/1742238454342140073,_69e91fdda43c3fe96a52
9448,RU,['the Soviet Union'],Self-Propelled Artillery ,240mm 2S4 Tyulpan,36,34,['destroyed'],https://i.postimg.cc/X7m4Zd0V/1017-2-S4-destr-23-12-23.jpg,_cadaad3ba3b02d811678
9449,RU,['the Soviet Union'],Self-Propelled Artillery ,240mm 2S4 Tyulpan,36,35,['destroyed'],https://twitter.com/bayraktar_1love/status/1742971327303045174,_66d994a116c7265dc067
9461,RU,['Russia'],Self-Propelled Artillery ,Unknown SPG,15,11,['destroyed'],https://i.postimg.cc/D06GnjV9/1003-unkn-spg-destr-09-11-23.jpg,_9632b09bd48107c8557c
9462,RU,['Russia'],Self-Propelled Artillery ,Unknown SPG,15,12,['destroyed'],https://i.postimg.cc/kgvK1g0L/1050-Unknown-SPG-destr-17-06-23.jpg,_542b60920625ef53c1fe
9511,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,46,['destroyed'],https://i.postimg.cc/gc1WrTMc/1040-bm21-destr-25-12-23.jpg,_6bf4221e6379952ae353
9516,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,51,['destroyed'],https://i.postimg.cc/rFk714xS/1005-bm21-destr-08-01-23.jpg,_186be34244c43a688e8b
9597,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,132,['destroyed'],https://i.postimg.cc/Ss4pDDxx/1011-bm21-destr-17-11-23.jpg,_ea76018605657097e90e
9598,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,133,['destroyed'],https://i.postimg.cc/05ZDqT5n/1021-bm21-destr-05-05-23.jpg,_d1ee8e1a3dca8aba0baa
9599,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,134,['destroyed'],https://i.postimg.cc/m2456rxB/1040-122mm-BM-21-Grad-destr-14-11-23.jpg,_a9406f81328fd9b09256
9600,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,135,['destroyed'],https://i.postimg.cc/50Tv2wMK/1010-BM-21-Grad-destr-02-12-23.jpg,_399cd7d11b4d407ec0d3
9601,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,136,['destroyed'],https://i.postimg.cc/26ky5j8M/1012-bm21-destr-02-12-23.jpg,_1d3898323a6b2f4e495e
9602,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,137,['destroyed'],https://i.postimg.cc/vmmNZkTf/1001-BM-21-destr-03-12-23.jpg,_f1f57783c3c92f339e0f
9603,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,138,['destroyed'],https://twitter.com/bayraktar_1love/status/1733836889872822556,_f8a319556c028545987c
9604,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,139,['destroyed'],https://twitter.com/NOELreports/status/1737582581040775382,_d3a29b5f20e888b45785
9605,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,140,['destroyed'],https://twitter.com/bayraktar_1love/status/1738502901688045831,_45b9845100f377c5889d
9606,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,141,['destroyed'],https://i.postimg.cc/fbHXsgTK/1001-bm21-destr-20-12-23.jpg,_4085f47693f5f7dae0e9
9607,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,142,['destroyed'],https://i.postimg.cc/FsmpKNMt/1025-122mm-BM-21-Grad-destr-02-01-24.jpg,_2ca9ccd9b422433ded81
9608,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,143,['destroyed'],https://twitter.com/bayraktar_1love/status/1747154030856409560,_22fab0f2b436205297a7
9622,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,14,['damaged'],https://i.postimg.cc/vBvwjf4L/1012-bm21-dam-17-11-23.jpg,_1deffdaf9ca3f6da2f65
9623,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,15,['damaged'],https://twitter.com/bayraktar_1love/status/1730566743574065593,_2d09138f7cfe3729e49f
9624,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,16,['damaged'],https://twitter.com/bayraktar_1love/status/1730566743574065593,_b1c4b2d149efdb75f13b
9625,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,17,['damaged'],https://twitter.com/bayraktar_1love/status/1741891760282890621,_2036c3178da9dae61403
9663,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,198,36,['captured'],https://i.postimg.cc/nVqTZCwY/1022-122mm-BM-21-Grad-capt-31-05-22.jpg,_4877d14586d7ee04188e
9669,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm 9P138 Grad-1,13,6,['destroyed'],https://i.postimg.cc/pTJ8r7f2/1024-122mm-9-P138-Grad-1-destr-08-11-23.jpg,_5ecdabae4742761f7787
9670,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm 9P138 Grad-1,13,7,['destroyed'],https://i.postimg.cc/s2thZL1R/1036-9-P138-Grad-1-destr-14-11-23.jpg,_6c752044fe3da222d904
9671,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm 9P138 Grad-1,13,8,['destroyed'],https://i.postimg.cc/26Y7VkdS/1050-122mm-9-P138-Grad-1-destr-14-12-23.jpg,_d0c5224da07a96e8b2c3
9672,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm 9P138 Grad-1,13,9,['destroyed'],https://i.postimg.cc/FK0D5p5N/1029-122mm-9-P138-Grad-1-destr-15-10-23.jpg,_85e95e10f2f95188b488
9680,RU,['Russia'],Multiple Rocket Launchers ,122mm 2B26 Grad-K,5,4,['destroyed'],https://i.postimg.cc/h4H4gVWX/1031-2-B26-Grad-K-destr-24-11-23.jpg,_9323e231e08a417ddf3f
9711,RU,['Russia'],Multiple Rocket Launchers ,MT-LB with 140mm Ogon-18 MRLS,2,9,['destroyed'],https://twitter.com/bayraktar_1love/status/1725444040441667859,_d5b3e29855e7b68ab7eb
9712,RU,['Russia'],Multiple Rocket Launchers ,MT-LB with 140mm Ogon-18 MRLS,2,10,['destroyed'],https://twitter.com/NOELreports/status/1730131015820058877,_a16fa326a21e7b00ac77
9713,RU,['Russia'],Multiple Rocket Launchers ,MT-LB with 140mm Ogon-18 MRLS,2,11,['destroyed'],https://i.postimg.cc/SNGv0pq8/1004-TOS-1-A-destr-27-11-23.jpg,_c5b84b7c204eee91a95c
9714,RU,['Russia'],Multiple Rocket Launchers ,MT-LB with 140mm Ogon-18 MRLS,2,12,['destroyed'],https://i.postimg.cc/0NDCkMw4/1000-tos1a-destr-18-12-23.jpg,_a64bcda9a8e7b246d616
9715,RU,['Russia'],Multiple Rocket Launchers ,MT-LB with 140mm Ogon-18 MRLS,2,13,['destroyed'],https://i.postimg.cc/1zR6LZPX/1000-tos1a-destr-21-12-23.jpg,_4049f85aa2835beb6dec
9716,RU,['Russia'],Multiple Rocket Launchers ,MT-LB with 140mm Ogon-18 MRLS,2,14,['destroyed'],https://twitter.com/NOELreports/status/1744649865215561825,_7552ed0d283bd2e2fe62
9718,RU,['Russia'],Multiple Rocket Launchers ,MT-LB with 140mm Ogon-18 MRLS,2,2,['damaged'],https://twitter.com/bayraktar_1love/status/1727960355026960398,_aace36eb2a028c9198d8
9787,RU,['the Soviet Union'],Multiple Rocket Launchers ,220mm BM-27 Uragan,78,67,['destroyed'],https://i.postimg.cc/d1ycy3J6/1037-BM-27-destr-15-11-23.jpg,_92f433fb30970212d1de
9788,RU,['the Soviet Union'],Multiple Rocket Launchers ,220mm BM-27 Uragan,78,68,['destroyed'],https://i.postimg.cc/44HtCPC6/1002-bm27-destr-21-12-23.jpg,_c7908c5b4663b81e9550
9789,RU,['the Soviet Union'],Multiple Rocket Launchers ,220mm BM-27 Uragan,78,69,['destroyed'],https://i.postimg.cc/vTn6WY7q/1003-bm27-and-transloader-destr-21-12-23.jpg,_4b8346861e38339d9cd5
9790,RU,['the Soviet Union'],Multiple Rocket Launchers ,220mm BM-27 Uragan,78,70,['destroyed'],https://i.postimg.cc/SxZ5bt5r/1000-bm27-destr-31-12-23.jpg,_6701e4e1ba4a3038dc02
9792,RU,['the Soviet Union'],Multiple Rocket Launchers ,220mm BM-27 Uragan,78,2,['damaged'],https://twitter.com/bayraktar_1love/status/1741891760282890621,_cb96ad0e9e1e4ca9f57b
9803,RU,['Russia'],Multiple Rocket Launchers ,300mm BM-30 Smerch,2,3,['destroyed'],https://i.postimg.cc/d3cxC9dG/1009-unkn-mrls-destr-06-01-24.jpg,_3585d9e5037610c1aeb3
9808,RU,['the Soviet Union'],Anti-Aircraft Guns ,23mm ZU-23-2,19,5,['destroyed'],https://i.postimg.cc/qv5DmStN/1031-zu-23-2-destr-28-12-23.jpg,_776de1cbf30e0f131b82
9825,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with 23mmZU-23-2,9,1,['destroyed'],https://twitter.com/UAWeapons/status/1669360019484315650,_2a1716eab26c90bc50d8
9826,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with 23mmZU-23-2,9,2,['destroyed'],https://twitter.com/UAWeapons/status/1543339672096722955,_14d8625b351b367ce708
9827,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with 23mmZU-23-2,9,3,['destroyed'],https://twitter.com/UAWeapons/status/1573665782466224129,_5cd1b6a9ea1b098da3ea
9828,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with 23mmZU-23-2,9,4,['destroyed'],https://i.postimg.cc/BZ8pDzLb/1003-ural4320-with-23mm-aa-gun-destr-6-11.jpg,_10e04696e987d8bd9d5a
9829,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with 23mmZU-23-2,9,5,['destroyed'],https://i.postimg.cc/SsLwH7nL/1017-ural4320-with-zu-23-2-destr-20-12-22.jpg,_85f74dbd0d58a5bd7d2d
9830,RU,['Russia'],Anti-Aircraft Guns ,Ural-4320 with 23mmZU-23-2,9,6,['destroyed'],https://i.postimg.cc/Kv4mpVrR/1032-Ural-4320-with-ZU-23-AA-gun-destr-01-03-23.jpg,_7d3a30d5e07199b9a908
