,owner,origen,weapon,platform,total,number,Status,url,primary_key,Date
5301,RU,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,134,123,['destroyed'],https://i.postimg.cc/D0zfLVx8/1022-3x-unkn-bmp-destr-30-10-23.jpg,_1e6acb1b2f38c6f0f907,31/10/2023
5302,RU,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,134,124,['destroyed'],https://i.postimg.cc/D0zfLVx8/1022-3x-unkn-bmp-destr-30-10-23.jpg,_98a790b53b4ccb01c791,31/10/2023
5306,RU,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,134,1,"['damaged', 'abandoned']",https://i.postimg.cc/vmWTdr9s/8j.png,_7e5cbc13f4776e02450d,13/05/2022
5307,RU,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,134,2,"['damaged', 'abandoned']",https://i.postimg.cc/nz2SWCgX/31d.png,_66dee4c0d04cf8627cf7,28/03/2023
5308,RU,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,134,3,['abandoned'],https://i.postimg.cc/3RQMCm3n/a2.png,_dd4adbd7244a96054925,08/04/2023
5309,RU,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,134,4,"['damaged', 'abandoned']",https://i.postimg.cc/jdKxj2FJ/1019-2x-T64bv-destr-18-07-23.jpg,_a4d63fb1a75d97b1c160,19/07/2023
5310,RU,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,134,5,['abandoned'],https://i.postimg.cc/d1SSvC9q/1033-unkn-bmp1-2-aband-31-10-23.jpg,_e47818a58ae27b3af0c7,02/11/2023
5443,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,301,134,['destroyed'],https://i.postimg.cc/9XDv88CC/1024-bmp3-destr-04-02-23.jpg,_9a82d3be58b6b4ece0a8,12/02/2023
5474,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,301,165,['destroyed'],https://twitter.com/naalsio26/status/1682907021618696192,_1c990066370930c9b3c2,23/07/2023
5519,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,301,15,['damaged'],https://i.postimg.cc/tCbqt238/1023-bmp3-dam-27-04-23.jpg,_2ce0b75e6c59771760f5,05/05/2023
5525,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,301,21,['damaged'],https://i.postimg.cc/9FdjL0ny/1044-bmd-3-dam-02-08-23.jpg,_99f0ecea47186cddf732,03/08/2023
5790,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,240,148,['destroyed'],https://i.postimg.cc/fb6nzqTp/1021-bmd2-destr-28-07-23.jpg,_947957ffccf1843c59d0,31/07/2023
5805,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,240,163,['destroyed'],https://i.postimg.cc/Bvzf3q2s/1055-BMD-2-destr-22-09-23.jpg,_ee9e212aa324a1f24ebc,05/10/2023
5809,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,240,167,['destroyed'],https://i.postimg.cc/ncgVjPBh/1033-BMD-2-destr-25-10-23.jpg,_3b4cac1bee39a21970f1,31/10/2023
5959,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,92,2,"['damaged', 'abandoned']",https://i.postimg.cc/zv6MwhLd/1002-bmd4m-dam-aband-31-10-23.jpg,_6013a80d8765a5c06b80,02/11/2023
5971,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,92,2,"['damaged', 'captured']",https://i.postimg.cc/44w2nPnd/1019-BMD-4-M-dam-capt-18-08-23.jpg,_0d51ef78c6c2ff2a99fe,20/08/2023
5978,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,7,['destroyed'],https://i.postimg.cc/vTB5NYNc/1001.jpg,_2f5ccf488b50457d68a8,21/07/2022
5994,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,23,['destroyed'],https://i.postimg.cc/DyJs79db/766.jpg,_09d643f607301725e616,22/03/2022
5996,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,25,['destroyed'],https://twitter.com/UAWeapons/status/1506219574508892165,_13ef796044241ac9e8cc,23/03/2022
6235,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,264,['destroyed'],https://i.postimg.cc/h4QGG5T3/1040-btr82a-destr-25-02-23.jpg,_3c287f949159c8c0581b,03/03/2023
6238,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,267,['destroyed'],https://i.postimg.cc/9M9rcKBy/1020-btr82a-destr-07-03-23.jpg,_57e3ac4929837f470a93,08/03/2023
6245,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,274,['destroyed'],https://i.postimg.cc/VLZjrPwN/1018-BTR-82-A-destr-16-02-23.jpg,_504bfb22ef9a4f1173d8,20/02/2023
6321,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,350,['destroyed'],https://i.postimg.cc/RFhrXLcD/1050-4x-btr-82-and-unkn-tank-destr-destr-20-10-23.jpg,_011cfea9e19b1b425ecc,21/10/2023
6322,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,351,['destroyed'],https://i.postimg.cc/g2ZmFWBH/1020-2x-btr82a-destr-19-10-23.jpg,_706a3b85ebe8f7353642,21/10/2023
6323,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,352,['destroyed'],https://i.postimg.cc/g2ZmFWBH/1020-2x-btr82a-destr-19-10-23.jpg,_3fc744d406d65ed28d00,21/10/2023
6349,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,378,['destroyed'],https://twitter.com/bayraktar_1love/status/1720163629692027217,_21403061e11edce4e6a8,05/11/2023
6381,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,4,['abandoned'],https://i.postimg.cc/kXN1jSHW/6h.png,_9083b7cbaa8b6bc9d4d9,16/04/2023
6388,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),554,11,"['damaged', 'abandoned']",https://i.postimg.cc/8C8TcmQV/1005-unkn-tank-and-btr82-aband-2x-unkn-afv-destr-20-10-23.jpg,_9d703d79025689312569,25/10/2023
6552,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,185,26,['destroyed'],https://i.postimg.cc/4N9bkGGF/55g.png,_d6c768ae3ca000933751,28/06/2022
6555,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,185,29,['destroyed'],https://i.postimg.cc/q7yrqVbh/1001.jpg,_cd27d339eabcd292e48c,16/07/2022
6579,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,185,53,['destroyed'],https://i.postimg.cc/G2G6CbgT/2022-09-28-btr-80.jpg,_a605b314bb4fc565af18,17/10/2022
6652,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,185,7,"['damaged', 'abandoned']",https://i.postimg.cc/056Mq5Lk/1065-btr80-dam-aband-11-10-23.jpg,_143bbea51bb5c80a3332,01/11/2023
6722,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,54,13,['destroyed'],https://i.postimg.cc/1tLZgvKt/1011-unkn-btr-destr.jpg,_d38cdacfb1aecac00193,25/11/2022
6724,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,54,15,['destroyed'],https://twitter.com/UAWeapons/status/1528848223519088644,_818a9d43e253e54aa29d,24/05/2022
6725,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,54,16,['destroyed'],https://i.postimg.cc/G35SRpK4/221.jpg,_f3039f01021c7d5bc006,28/05/2022
6743,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,54,34,['destroyed'],https://twitter.com/UAWeapons/status/1569658125824786434,_1c04b2ef520440b49150,13/09/2022
6752,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,54,43,['destroyed'],https://i.postimg.cc/sf8LsYCJ/1011-BTR-80-82-destr-01-08-23.jpg,_19c2f77e8c99714fc3c3,03/08/2023
6753,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,54,44,['destroyed'],https://i.postimg.cc/NFj3N78m/1054-BTR-80-or-82-destr-04-10-23.jpg,_e5b9099f8e986307dc44,11/10/2023
6826,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-D,81,49,['destroyed'],https://i.postimg.cc/tCdN7kWs/1011-btr-d-destr-04-07-23.jpg,_48db5adf8cb763dcd43a,06/07/2023
6835,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-D,81,5,['abandoned'],https://i.postimg.cc/LXc2pJCx/1028-BTR-D-aband-13-06-23.jpg,_b1e3844253b4563a8e92,13/06/2023
6836,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-D,81,6,"['damaged', 'abandoned']",https://i.postimg.cc/C5Hs9B4P/1029-BTR-D-dam-aband-13-08-23.jpg,_6c82edf7fda2eb6bb5b8,14/08/2023
6858,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-D,81,22,['captured'],https://i.postimg.cc/DwVTGSbj/1036-BTR-D-capt-07-09-22.jpg,_8481fb8853fe89e26a19,02/11/2023
6896,RU,['Russia'],Mine-Resistant Ambush Protected ,KamAZ-63968 Typhoon,26,10,['destroyed'],https://i.postimg.cc/mrMqNgQD/1032-Kam-AZ-63968-Typhoon-K-destr.png,_9f32d837176f1bc03122,09/10/2022
6926,RU,['Russia'],Mine-Resistant Ambush Protected ,K-53949 Linza,12,3,['destroyed'],https://i.postimg.cc/fL424R3C/1012-linza-mrap.jpg,_e0f35d25511d0a25340b,08/09/2022
6990,RU,['Russia'],Infantry Mobility Vehicles,GAZ Tigr-M,157,36,['destroyed'],https://i.postimg.cc/25GZskrd/t3.jpg,_273b4b1d9d7993eb8fa1,17/03/2022
7123,RU,['Russia'],Infantry Mobility Vehicles,AMN-590951,15,3,"['damaged', 'abandoned']",https://i.postimg.cc/7PR195f6/1045-ural-59095-dam-aband-18-10-23.jpg,_c3833924af9e73884059,21/10/2023
7159,RU,['Russia'],Infantry Mobility Vehicles,GAZ-3937 Vodnik,1,1,['captured'],https://twitter.com/oryxspioenkop/status/1640854498062090240,_87504d67454a7d828fea,29/03/2023
7193,RU,['Russia'],Command Posts And Communications Stations ,R-145BMA command vehicle,1,1,['captured'],https://twitter.com/UAWeapons/status/1575123760528719875,_1de903d6808710258fea,28/09/2022
7247,RU,['Russia'],Command Posts And Communications Stations ,R-149MA1 command and staff vehicle,82,1,['captured'],https://i.postimg.cc/kgBKhrFT/884.png,_9eb045c795c3e24f4ce3,27/02/2022
7276,RU,['Russia'],Command Posts And Communications Stations ,R-149MA1 command and staff vehicle,82,30,['captured'],https://twitter.com/UAWeapons/status/1590771444002488320,_b1b7cdebb76a326ead0d,10/11/2022
7464,RU,['Russia'],Engineering Vehicles And Equipment ,RKhM-6 Povozka CBRN reconnaissance vehicle,9,7,['destroyed'],https://i.postimg.cc/3J69bhXQ/1014-RKh-M-6-CBRN-reconnaissance-vehicle-destr-05-01-23.jpg,_dd05b108479813420035,05/01/2023
7465,RU,['Russia'],Engineering Vehicles And Equipment ,RKhM-6 Povozka CBRN reconnaissance vehicle,9,8,['destroyed'],https://i.postimg.cc/g2hknppQ/1018-RKh-M-6-CBRN-destr-16-01-23.jpg,_64c90344370aea6b75a7,17/01/2023
7493,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,BREM-1 armoured recovery vehicle,48,11,['destroyed'],https://i.postimg.cc/BvDmnR05/1002-brem1-destr-08-08-23.jpg,_91e0ad9684d71a28e7cb,08/08/2023
7503,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,BREM-1 armoured recovery vehicle,48,21,['destroyed'],https://i.postimg.cc/N0FCZBdg/1004-BREM-1-destr-27-10-23.jpg,_f700c4193ee14625264a,31/10/2023
7552,RU,['Russia'],Engineering Vehicles And Equipment ,MTP-A2 recovery vehicle,3,3,['abandoned'],https://i.postimg.cc/jjbYvXFc/g3.png,_c1957fc77a629f389ffe,05/03/2022
7631,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,6,['captured'],https://i.postimg.cc/X7wjb8tg/Screenshot-8214.png,_3582641839387adf39c0,26/02/2022
7632,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,7,['captured'],https://i.postimg.cc/Y0Fpjf0M/Screenshot-8216.png,_cdc35bc1c633fee433cf,26/02/2022
7633,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,8,['captured'],https://i.postimg.cc/FHN9sS4X/Screenshot-8217.png,_f8e67722fa6edad6a326,26/02/2022
7634,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,9,['captured'],https://i.postimg.cc/y8cSr8c9/3321.png,_2b5a53ab8b4a383dccf3,10/03/2022
7635,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,10,['captured'],https://i.postimg.cc/bJJr8yDm/f6.png,_5a6835e0c9d6fccdedd6,10/03/2022
7636,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,11,['captured'],https://i.postimg.cc/bJcHhFdy/32dd.png,_c37faa3dcc6d9470db78,03/04/2022
7637,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,12,['captured'],https://i.postimg.cc/XqyXXmYs/75.png,_fe1491a93ef04e79a7ff,06/04/2022
7638,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,13,['captured'],https://i.postimg.cc/283hr2WJ/tm1.jpg,_2aedaed0af1136f896b7,06/04/2022
7639,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,14,['captured'],https://i.postimg.cc/KvdwSrzj/889.jpg,_70e3d91a8a7cff7b4547,21/04/2022
7640,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,15,['captured'],https://i.postimg.cc/1Rw9WSrx/1005-tmm-3.jpg,_a038649262f3f590d625,30/09/2022
7641,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,16,['captured'],https://i.postimg.cc/9QtNR27B/image.jpg,_3e790e069a5d3d6ef471,20/12/2022
7642,RU,['the Soviet Union'],Engineering Vehicles And Equipment ,TMM-3 bridge layer,28,17,"['damaged', 'captured']",https://i.postimg.cc/85dm6pjK/44565.png,_6c8b03a983a349c066c8,01/03/2022
7681,RU,['Russia'],Engineering Vehicles And Equipment ,PP-2005 floating bridge,29,3,['captured'],https://i.postimg.cc/P55BWBXd/58.png,_b58d92afbe78ff5737c5,10/04/2022
7682,RU,['Russia'],Engineering Vehicles And Equipment ,PP-2005 floating bridge,29,4,['captured'],https://i.postimg.cc/dthWRbGf/1014-PP-2005-pontoon-6-11.jpg,_273e8f13f96b8767d24a,07/11/2022
7727,RU,['Russia'],Engineering Vehicles And Equipment ,KamAZ-5350 with EOV-3523 excavator,19,2,['captured'],https://i.postimg.cc/dQZQWvBp/Screenshot-8218.png,_a1cbecf40c806fdf2b94,26/02/2022
7728,RU,['Russia'],Engineering Vehicles And Equipment ,KamAZ-5350 with EOV-3523 excavator,19,3,['captured'],https://i.postimg.cc/T30TyPdL/Screenshot-8219.png,_26aad214942c348dac3a,26/02/2022
7729,RU,['Russia'],Engineering Vehicles And Equipment ,KamAZ-5350 with EOV-3523 excavator,19,4,['captured'],https://i.postimg.cc/1tZrSqJQ/41.png,_a8f76ba9a15c769bcc8c,29/03/2022
7730,RU,['Russia'],Engineering Vehicles And Equipment ,KamAZ-5350 with EOV-3523 excavator,19,5,['captured'],https://twitter.com/UAWeapons/status/1584932053615022081,_9b0da4c9abae86ef8948,25/10/2022
7780,RU,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P149 Shturm-S,36,1,['destroyed'],https://i.postimg.cc/FKPZs7Ws/874.png,_71bf71f59e981e345c3c,25/02/2022
7783,RU,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P149 Shturm-S,36,4,['destroyed'],https://twitter.com/UAWeapons/status/1522928504937066497,_62adbbf7d688df4c7bbf,07/05/2022
7791,RU,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P149 Shturm-S,36,12,['destroyed'],https://i.postimg.cc/yxdfdFRP/1005-shturm-s-destr-31-03-23.jpg,_d4145926c4b0a06e9f40,24/07/2023
7792,RU,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P149 Shturm-S,36,13,['destroyed'],https://i.postimg.cc/9Mxphx2Y/32.png,_11e922ddedb85a661005,26/09/2023
7964,RU,['the Soviet Union'],Towed Artillery ,100mm MT-12 anti-tank gun,29,5,['captured'],https://i.postimg.cc/c4m22Vn1/1004-mt-12-capt.jpg,_708616fb1863c4aeda5a,14/10/2022
7965,RU,['the Soviet Union'],Towed Artillery ,100mm MT-12 anti-tank gun,29,6,['captured'],https://i.postimg.cc/rmvCS2HL/1000-mt12-capt-21-10.jpg,_531ae1166b4a0f71839b,17/11/2022
7966,RU,['the Soviet Union'],Towed Artillery ,100mm MT-12 anti-tank gun,29,7,['captured'],https://i.postimg.cc/ydJZm3wd/1019-mt12-capt.jpg,_7fc7d9c19ee8e2a15339,10/12/2022
7967,RU,['the Soviet Union'],Towed Artillery ,100mm MT-12 anti-tank gun,29,8,['captured'],https://i.postimg.cc/WzpFyZdX/1021-mt12-capt-03-04-22.jpg,_680887648c157efed28f,17/05/2023
8027,RU,['the Soviet Union'],Towed Artillery ,122mm D-30 howitzer,84,7,['damaged'],https://i.postimg.cc/qvXxZcSn/1028-ural4320-destr-d30-dam-26-07-23.jpg,_24c673b8aa6573ff1334,20/08/2023
8028,RU,['the Soviet Union'],Towed Artillery ,122mm D-30 howitzer,84,8,['damaged'],https://i.postimg.cc/8ChZW4nt/1031-d30-dam-11-10-23.jpg,_e6d81d812d9880cd3cf2,14/10/2023
8112,RU,['the Soviet Union'],Towed Artillery ,152mm 2A65 Msta-B howitzer,117,27,['destroyed'],https://i.postimg.cc/c1DJW5Yh/1038-msta-b-destr.jpg,_9013627a6140adc6be77,14/10/2022
8153,RU,['the Soviet Union'],Towed Artillery ,152mm 2A65 Msta-B howitzer,117,68,['destroyed'],https://i.postimg.cc/Rh4Dsf8Y/1024-Msta-B-destr-30-10-23.jpg,_85c88e93d06fa46b20f1,31/10/2023
8202,RU,['the Soviet Union'],Towed Artillery ,152mm 2A65 Msta-B howitzer,117,36,['captured'],https://i.postimg.cc/05T77GvK/1007-3x-Msta-B-capt-30-11-22.jpg,_a4c4ae24b370eca8466e,18/10/2023
8508,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm 2S3(M) Akatsiya,148,109,['destroyed'],https://i.postimg.cc/fycxvHvq/1011-2-S3-destr-01-11-23.jpg,_dabf2415a9f877fd4e09,02/11/2023
8584,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,53,37,['destroyed'],https://i.postimg.cc/CKcQKPWq/1008-2s5-destr-18-10-23.jpg,_c4ad9b27b8c59b17d1d6,18/10/2023
8585,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,53,38,['destroyed'],https://i.postimg.cc/1tDwXX5R/1036-2-S5-destr-20-10-23.jpg,_3485da94b14b1530fcc2,21/10/2023
8586,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,53,39,['destroyed'],https://i.postimg.cc/cLC3Gz3V/1010-2-S5-destr-25-10-23.jpg,_b34fd27057e64239f678,28/10/2023
8587,RU,['the Soviet Union'],Self-Propelled Artillery ,152mm2S5 Giatsint-S,53,40,['destroyed'],https://i.postimg.cc/3NWT8dWb/1031-2-S5-destr-04-11-23.jpg,_c2878eaf915b41c42df6,05/11/2023
8887,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,181,46,['destroyed'],https://i.postimg.cc/QM7VRn5Y/2022-07-27-bm-21.jpg,_d9b8335c225a1ab6aa54,17/10/2022
8892,RU,['the Soviet Union'],Multiple Rocket Launchers ,122mm BM-21 Grad,181,51,['destroyed'],https://i.postimg.cc/tgwD6TWq/1012-bm21-destr.jpg,_715c8fc68d49967ab8a9,08/11/2022
9625,RU,['Russia'],Helicopters,Mi-28 attack helicopter,13,1,['destroyed'],https://twitter.com/oryxspioenkop/status/1502605989400489990,_9f6860ea8d6e42c58b0a,12/03/2022
9736,RU,['Russia'],Reconnaissance Unmanned Aerial Vehicles,Orlan-10,159,16,['destroyed'],https://i.postimg.cc/7YFSSDws/498.png,_5ebe612cb9130c02fabf,21/04/2022
10097,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,29,1,['destroyed'],https://i.postimg.cc/gc8PP5ZG/d3.png,_a71c872d9bdc20d9a53d,05/03/2022
10107,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,29,11,['destroyed'],https://i.postimg.cc/ZKrK0wN7/1016-Zi-L131-destr.jpg,_c1ca0917c5f707ae02e2,16/12/2022
10117,RU,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,29,1,['abandoned'],https://i.postimg.cc/8k2Hgm1B/Screenshot-8397.png,_14198e762d0cb3e44793,02/03/2022
10156,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,5,['destroyed'],https://postimg.cc/HVgK3bT0,_61b7996db366f1d6453b,26/02/2022
10257,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,106,['destroyed'],https://twitter.com/UAWeapons/status/1669360019484315650,_840dab6856505169b585,15/06/2023
10337,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,186,['destroyed'],https://twitter.com/UAWeapons/status/1543339672096722955,_0aa7cbe8e0076e31e96f,03/07/2022
10454,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,304,['destroyed'],https://twitter.com/UAWeapons/status/1573665782466224129,_99efa0dac2d60cc0447b,24/09/2022
10502,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,352,['destroyed'],https://i.postimg.cc/BZ8pDzLb/1003-ural4320-with-23mm-aa-gun-destr-6-11.jpg,_783de5bd8a0811e73b4d,07/11/2022
10503,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,353,['destroyed'],https://i.postimg.cc/ZRHcHkPv/1037-ural4320-destr-3-11.jpg,_39e4c932340ab68e377a,07/11/2022
10550,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,400,['destroyed'],https://i.postimg.cc/SsLwH7nL/1017-ural4320-with-zu-23-2-destr-20-12-22.jpg,_1b99a50dfd44e71b2e37,31/12/2022
10645,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,495,['destroyed'],https://i.postimg.cc/Kv4mpVrR/1032-Ural-4320-with-ZU-23-AA-gun-destr-01-03-23.jpg,_41fba23ac10d22c18e86,22/05/2023
10665,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,515,['destroyed'],https://i.postimg.cc/8cwqKs6K/1038-ural4320-with-S60-aa-gun-destr-12-06-23.jpg,_185fa54cbcf9770aea2d,13/06/2023
10666,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,516,['destroyed'],https://i.postimg.cc/V6ZdjsXB/1021-ural4320-destr-18-06-23.jpg,_168e53813c463bd08940,18/06/2023
10667,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,517,['destroyed'],https://i.postimg.cc/8c9fPXFc/1008-2x-ural4320-destr-16-06-23.jpg,_85b7f3b187240a6f1ec4,21/06/2023
10669,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,519,['destroyed'],https://i.postimg.cc/3RLDzxYg/1009-ural4320-destr-16-06-23.jpg,_e47731427896a4b79af4,21/06/2023
10670,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,520,['destroyed'],https://i.postimg.cc/7Y5g80Cb/1025-ural4320-destr-16-06-23.jpg,_d44bbde78fdda5e6bf48,21/06/2023
10671,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,521,['destroyed'],https://i.postimg.cc/zGmHsMZP/1041-ural4320-destr-20-06-23.jpg,_5ef49bb490cb17a0bf17,21/06/2023
10672,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,522,['destroyed'],https://i.postimg.cc/wTBMShng/1007-Ural-4320-with-ZU-23-AA-gun-destr-25-05-23.jpg,_30af23e70b91a7a4c003,24/06/2023
10704,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,554,['destroyed'],https://i.postimg.cc/bYWC1Ckx/1013-URAL-4320-with-57mm-S-60-cannon-destr-12-07-23.jpg,_eec0ab48a3d9e1c9b319,13/07/2023
10715,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,565,['destroyed'],https://i.postimg.cc/FKnKd1hh/1012-Ural-4320-destr-21-07-23.jpg,_d05a6a9f7808e499be9e,24/07/2023
10724,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,574,['destroyed'],https://i.postimg.cc/MpKZZv6k/1001-Ural-4320-31-with-a-S-60-destr-04-08-23.jpg,_c46a7cf99c7f47e58c20,05/08/2023
10733,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,583,['destroyed'],https://i.postimg.cc/sXr9zs0M/1006-ural4320-with-S60-aa-cannon-destr-17-08-23.jpg,_d483c7a30dfcf99d4910,20/08/2023
10734,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,584,['destroyed'],https://i.postimg.cc/qvXxZcSn/1028-ural4320-destr-d30-dam-26-07-23.jpg,_53179fca15852f923cbd,20/08/2023
10735,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,585,['destroyed'],https://i.postimg.cc/zXPC44DF/1008-Ural-4320-with-Zu-23-2-destr-22-08-23.jpg,_e7b0514fc63d934f3d4c,23/08/2023
10787,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,637,['destroyed'],https://i.postimg.cc/rF6PP664/1032-Ural-4320-destr-20-10-23.jpg,_c22657cb93ba1db2eef7,31/10/2023
10788,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,638,['destroyed'],https://i.postimg.cc/44YD0bmD/1027-Ural-4320-destr-27-10-23.jpg,_26bed155b4e30c57c0d8,31/10/2023
10789,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,639,['destroyed'],https://i.postimg.cc/4Ndqc7Vp/1009-T-80-BVM-BTR-80-MT-LB-T-72-B3-and-Ural-4320-destr-24-11-22.jpg,_c4000230eca3e5c43dac,02/11/2023
10790,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,640,['destroyed'],https://i.postimg.cc/xCP6x2yf/1047-Ural-4320-36-with-a-2-B9-Vasilek-destr-05-11-23.jpg,_366fc2357fcbae342c98,05/11/2023
10791,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,641,['destroyed'],https://i.postimg.cc/nhgSCx1r/1036-Ural-4320-destr-27-10-23.jpg,_ff31cb20489386ad5939,05/11/2023
10820,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,11,['abandoned'],https://postimg.cc/fVYM97kP,_872553bce693d427b369,02/03/2022
10821,RU,['Russia'],"Trucks, Vehicles, and Jeeps",Ural-4320,826,12,['abandoned'],https://i.postimg.cc/GhTrHLBz/1006-Ural-4320.jpg,_b3414d93dc8aef18090d,23/08/2022
