,owner,origen,weapon,platform,total,number,Status,url
4238,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,43,['destroyed'],https://i.postimg.cc/JhHxfMgf/2022-04-07-UA-Zi-L-131-destroyed.jpg
4239,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,44,['destroyed'],https://i.postimg.cc/PJsG86G7/2022-05-03-UA-Zi-L-131-destroyed.jpg
4240,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,45,['destroyed'],https://i.postimg.cc/ydqfyrT1/2022-07-21-UA-Zi-L-131-destroyed.jpg
4241,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,46,"['withZU-23AAgun', 'destroyed']",https://i.postimg.cc/Y024KnHf/2006-Zil131-with-Zu23-2-destr.jpg
4242,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,47,['destroyed'],https://i.postimg.cc/XJ8y1ZPP/1011-zil131-destr.jpg
4243,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,48,['destroyed'],https://i.postimg.cc/8PzRB6j3/2015-Zi-L-131-destr-02-03-22.jpg
4244,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,49,['destroyed'],https://i.postimg.cc/0jdMW8cb/2020-Zi-L131-destr-27-02-22.jpg
4245,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,50,['destroyed'],https://i.postimg.cc/MH9Q9Gtx/2007-Zi-L131-destr-24-02-22.jpg
4246,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,51,['destroyed'],https://i.postimg.cc/VNKCnVtP/2018-Zi-L-131-destr-22-12-22.jpg
4247,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,52,['destroyed'],https://i.postimg.cc/mZ63GKbY/2005-Zi-L-131-destr-25-02-22.jpg
4248,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,53,"['withZU-23AAgun', 'destroyed']",https://postimg.cc/2VyHQjMk
4249,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,54,['destroyed'],https://postimg.cc/m12m6TrS
4250,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,55,['destroyed'],https://i.postimg.cc/BvRtxyXG/2005-zil131-destr-13-04-22.jpg
4251,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,56,['destroyed'],https://i.postimg.cc/T1fV0k8S/2014-zil131-destr-06-08-22.jpg
4252,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,57,['destroyed'],https://i.postimg.cc/ncqjQ8S5/335.png
4253,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,58,['destroyed'],https://i.postimg.cc/brSvvfHn/2001-zil131-destr-01-04-23.jpg
4254,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,59,['destroyed'],https://i.postimg.cc/13mCkHjp/a12.png
4255,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,60,['destroyed'],https://i.postimg.cc/LsWMPVPz/2012-Zi-L-131-destr-27-02-22.jpg
4256,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,61,['destroyed'],https://i.postimg.cc/hGvDN6w5/2000-zil131-destr-29-04-23.jpg
4257,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,62,['destroyed'],https://i.postimg.cc/x1tjxnsm/2010-Zi-L-131-destr-01-05-23.jpg
4258,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,63,['destroyed'],https://i.postimg.cc/k5hWdBvs/2021-Zi-L-131-destr-27-04-22.jpg
4259,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,64,['destroyed'],https://i.postimg.cc/3NQ4Kp4X/2022-Zil131-destr-16-07-22.jpg
4260,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,65,['destroyed'],https://i.postimg.cc/MTMVZqsS/2023-Zil131-destr-21-07-22.jpg
4261,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,66,['destroyed'],https://i.postimg.cc/ZKcBSWTN/2025-Zi-L131-destr-07-01-23.jpg
4262,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,67,['destroyed'],https://i.postimg.cc/Qt25HwPW/2026-Zi-L131-destr-16-01-23.jpg
4263,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,68,['destroyed'],https://i.postimg.cc/8cdFs5Mq/2036-Zi-L-131-destr-03-03-22.jpg
4264,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,69,['destroyed'],https://i.postimg.cc/kggVX74p/2039-Zi-L-131-destr-25-11-22.jpg
4265,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,70,"['withZU-23-2cannon', 'destroyed']",https://twitter.com/UAWeapons/status/1660366358691868672
4266,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,71,['destroyed'],https://i.postimg.cc/VNDpLCkn/2003-Zi-L-131-destr-02-08-22.jpg
4267,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,72,['destroyed'],https://i.postimg.cc/4d00pRt3/2004-Zi-L-131-destr-10-04-22.jpg
4268,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,73,['destroyed'],https://i.postimg.cc/yxSbPpXy/2005-Zi-L-131-destr-10-04-22.jpg
4269,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,74,['destroyed'],https://i.postimg.cc/9z5NNPL5/2006-Zi-L-131-destr-10-04-22.jpg
4270,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,75,['destroyed'],https://i.postimg.cc/76hcCZ5c/2007-Zi-L-131-destr-10-04-22.jpg
4271,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,76,['destroyed'],https://i.postimg.cc/vBhbBDtw/2019-Zi-L-131-destr-31-03-22.jpg
4272,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,77,['destroyed'],https://i.postimg.cc/6q1KrSPH/2021-Zi-L-131-destr-02-06-23.jpg
4273,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,78,['destroyed'],https://i.postimg.cc/1tBGnNmW/2014-Zi-L131-destr-31-08-22.jpg
4274,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,79,['destroyed'],https://i.postimg.cc/NFVrm6Wx/2015-zi-L131-destr-16-09-22.jpg
4275,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,80,['destroyed'],https://i.postimg.cc/k4ZFLnLK/2003-zil131-destr-21-12-22.jpg
4276,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,81,['destroyed'],https://i.postimg.cc/Y9KprdG6/2019-Zi-L-131-destr-17-07-23.jpg
4277,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,82,['destroyed'],https://i.postimg.cc/0NLN683J/2022-Zi-L-131-destr-31-05-22.jpg
4278,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,83,['destroyed'],https://i.postimg.cc/DZLwL9kp/2023-Zi-L-131-destr-31-05-22.jpg
4279,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,84,['destroyed'],https://i.postimg.cc/qBc7RHGz/2031-Zi-L-131-destr-31-08-22.jpg
4280,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,85,['destroyed'],https://i.postimg.cc/QMDhNSCb/2003-Zi-L-131-destr-25-07-23.jpg
4281,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,86,['destroyed'],https://i.postimg.cc/76Q7Y3kR/2005-Zi-L-131-destr-23-07-23.jpg
4282,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,87,['destroyed'],https://i.postimg.cc/VvxCXz5B/2006-Zi-L-131-destr-23-07-23.jpg
4283,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,88,['destroyed'],https://i.postimg.cc/vT0W8ctW/2005-Zi-L-131-destr-08-06-23.jpg
4284,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,89,['destroyed'],https://i.postimg.cc/6QY011dG/2021-Zi-L-131-destr-03-06-23.jpg
4285,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,90,['destroyed'],https://i.postimg.cc/VLGmmHpd/2015-Zi-L-131-destr-16-08-23.jpg
4286,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,91,['destroyed'],https://i.postimg.cc/nrmjF8wp/3360.png
4287,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,92,['destroyed'],https://i.postimg.cc/xdsTSFwf/23.png
4288,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,93,['destroyed'],https://i.postimg.cc/3RngBxMf/665.png
4289,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,94,['destroyed'],https://i.postimg.cc/1Rb8kBVB/4315.png
4290,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,95,['destroyed'],https://i.postimg.cc/4xGdC3wc/2013-Zi-L-131-destr-21-09-23.jpg
4291,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,96,['destroyed'],https://i.postimg.cc/T1TgzpZf/2010-Zi-L-131-destr-30-11-22.jpg
4292,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,97,['destroyed'],https://i.postimg.cc/kXhGyS82/2012-Zi-L-131-destr-21-09-23.jpg
4293,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,98,['destroyed'],https://i.postimg.cc/9QRMgftJ/2015-Zi-L-131-destr-12-10-23.jpg
4294,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,99,['destroyed'],https://i.postimg.cc/HLbLHPNM/2017-Zi-L-131-destr-05-10-23.jpg
4295,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,1,['damaged'],https://i.postimg.cc/5yLtTGDL/2010-Zi-L131-dam-12-01-23.jpg
4296,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,1,['abandoned'],https://i.postimg.cc/0j3LGCqH/Screenshot-8103.png
4297,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,1,['captured'],https://i.postimg.cc/P5Y9S2VJ/d23.png
4298,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,2,['captured'],https://i.postimg.cc/FsT4y5HJ/287.png
4299,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,3,['captured'],https://postlmg.cc/4nZKD5qC
4300,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,4,['captured'],https://i.postimg.cc/Znf3n1fc/542f.png
4301,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,5,['captured'],https://i.postimg.cc/x1HHQSgC/1301.png
4302,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,6,['captured'],https://i.postimg.cc/x1HHQSgC/1301.png
4303,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,8,['captured'],https://i.postimg.cc/kXMB2DzL/43.png
4304,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,9,['captured'],https://i.postimg.cc/5tCYqTxz/5gh.png
4305,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,10,['captured'],https://i.postimg.cc/gJR5my9Q/769.png
4306,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,11,['captured'],https://i.postimg.cc/MpBn265v/Screenshot-8120.png
4307,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,12,['captured'],https://i.postimg.cc/52B628K8/776.png
4308,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,13,['captured'],https://i.postimg.cc/52B628K8/776.png
4309,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,14,['captured'],https://i.postimg.cc/52B628K8/776.png
4310,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,15,['captured'],https://i.postimg.cc/52B628K8/776.png
4311,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,16,['captured'],https://i.postimg.cc/52B628K8/776.png
4312,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,17,"['withZU-23AAgun', 'captured']",https://i.postimg.cc/gjZJhhsy/14.png
4313,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,18,['captured'],https://i.postimg.cc/Fsxkm2Wh/71.png
4314,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,19,['captured'],https://i.postimg.cc/W3WjXwXL/Screenshot-8114.png
4315,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,20,['captured'],https://i.postimg.cc/WpqbXQL5/Screenshot-8113.png
4316,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,21,['captured'],https://i.postimg.cc/YCr7KPZK/Screenshot-8156.png
4317,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,22,['captured'],https://i.postimg.cc/SxghyrbX/Screenshot-8159.png
4318,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,23,['captured'],https://i.postimg.cc/jdK0P9sw/Screenshot-8123.png
4319,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,24,['captured'],https://i.postimg.cc/Dwx8tLC6/Screenshot-8135.png
4320,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,25,['captured'],https://i.postimg.cc/tTXvY0dp/Screenshot-8143.png
4321,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,26,['captured'],https://i.postimg.cc/HLj4KptJ/Screenshot-8116.png
4322,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,27,['captured'],https://i.postimg.cc/HLj4KptJ/Screenshot-8116.png
4323,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,28,['captured'],https://i.postimg.cc/HLj4KptJ/Screenshot-8116.png
4324,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,29,['captured'],https://i.postimg.cc/65Rmyxxy/5548.png
4325,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,30,['captured'],https://i.postimg.cc/CMqVxGPy/tt3.png
4326,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,31,"['withZU-23AAgun', 'captured']",https://i.postimg.cc/66Rmy0HF/37.png
4327,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,32,['captured'],https://i.postimg.cc/BbS3BJ4w/668.jpg
4328,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,33,['captured'],https://i.postimg.cc/KzPKpVCk/Screenshot-8115.png
4329,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,35,['captured'],https://i.postimg.cc/7LSW8dKp/35.png
4330,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,36,['captured'],https://i.postimg.cc/fL9yXJ40/bf.png
4331,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,37,['captured'],https://i.postimg.cc/Bb3Fnx8v/bl.png
4332,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,38,['captured'],https://postimg.cc/87Yh4HSS
4333,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,39,['captured'],https://i.postimg.cc/fLFKfwz9/s4.png
4334,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,40,['captured'],https://i.postimg.cc/cChFLXF9/4333.png
4335,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,41,['captured'],https://i.postimg.cc/vH6XjZGt/4f6.png
4336,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,42,['captured'],https://i.postimg.cc/VkykBdTy/887k.png
4337,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,43,['captured'],https://i.postimg.cc/ryZpzJjd/2013-zil131-capt-04-03-22.jpg
4338,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,44,['captured'],https://i.postimg.cc/5tJ4Dk4r/2001-zil131-capt-04-03-22.jpg
4339,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,45,['captured'],https://i.postimg.cc/kgKM1dm8/2002-zil131-capt-04-03-22.jpg
4340,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,46,"['damaged', 'captured']",https://i.postimg.cc/7YDGd3yD/2024-Zi-L-131-dam-capt-29-08-22.jpg
4341,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,47,"['damaged', 'captured']",https://i.postimg.cc/CMbncvXm/2029-Zi-L-131-dam-capt-29-08-22.jpg
4342,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,48,['captured'],https://i.postimg.cc/gJVGn38f/2002-Zi-L-131-capt-31-12-22.jpg
4343,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131,148,49,['captured'],https://i.postimg.cc/0NJk1TQ5/2027-Zi-L-131-capt-19-04-22.jpg
4344,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131 tanker,6,1,['destroyed'],https://i.postimg.cc/NGnqbnGg/2011-KT-L-and-Zi-L131-tanker-destr-11-06-22.jpg
4345,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131 tanker,6,2,['destroyed'],https://i.postimg.cc/HL3B8Y48/2040-Zi-L-131-tanker-destr-07-01-23.jpg
4346,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131 tanker,6,3,['destroyed'],https://i.postimg.cc/0NKd9XFP/43.png
4347,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131 tanker,6,1,['damaged'],https://i.postimg.cc/g2FJtkrh/2005-Zil-131-tanker-dam-15-07-23.jpg
4348,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131 tanker,6,1,['abandoned'],https://i.postimg.cc/bvh79gN2/d240.png
4349,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-131 tanker,6,1,['captured'],https://i.postimg.cc/vBpfYjxd/g8.png
4350,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-157,2,1,['captured'],https://i.postimg.cc/05h304Pd/Screenshot-8143.png
4351,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-157,2,2,['captured'],https://i.postimg.cc/W3b21FJ6/2000-zil157-capt-04-03-22.jpg
4352,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-181,1,1,['destroyed'],https://i.postimg.cc/4dh6yP2f/d1.png
4353,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",ZiL-4331,1,1,['captured'],https://i.postimg.cc/jdwPsc1f/1012.jpg
4354,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,1,['destroyed'],https://i.postimg.cc/wMdN04Dt/3378.png
4355,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,2,['destroyed'],https://i.postimg.cc/Cxn2nXFK/311.png
4356,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,3,['destroyed'],https://postimg.cc/zLGjfVk0
4357,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,1,['captured'],https://i.postimg.cc/90crT04r/776.png
4358,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,2,['captured'],https://i.postimg.cc/cHZMXQ6m/Screenshot-8149.png
4359,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,3,['captured'],https://i.postimg.cc/3wrx1NYG/Screenshot-8113.png
4360,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,4,['captured'],https://i.postimg.cc/NM5JHFdK/4331.png
4361,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,5,['captured'],https://i.postimg.cc/tT4XMQ4W/6665.jpg
4362,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,6,['captured'],https://i.postimg.cc/vHvy3FYx/31.png
4363,UA,['the Soviet Union'],"Trucks, Vehicles, and Jeeps",Ural-375D,10,7,['captured'],https://i.postimg.cc/P5WfMppV/399.png
